543.25, 1692.75
408.75, 1103.5
588.5, 292.0
1227.5, 1013.75
516.25, 1226.75
1477.0, 359.0
772.0, 828.25
1239.75, 491.0
245.75, 326.25
515.25, 920.0
1152.0, 793.25
1144.0, 282.75
307.5, 949.0
556.5, 725.5
512.0, 1456.5
1026.0, 1671.25
424.75, 605.75
262.5, 1859.75
64.5, 756.0
1229.0, 1682.75
1897.25, 234.25
811.75, 970.5
1295.25, 612.5
670.75, 1033.0
888.25, 746.5
45.25, 885.5
525.25, 894.25
1068.5, 790.5
403.0, 755.5
628.0, 1257.25
391.75, 471.25
1063.0, 1144.75
803.0, 176.0
991.75, 289.5
738.5, 987.75
1088.75, 1395.5
1192.25, 207.0
718.25, 957.5
716.0, 1549.25
1011.75, 675.75
841.75, 1024.0
296.0, 681.0
988.25, 610.5
220.25, 643.5
711.0, 600.25
420.0, 1286.25
1214.0, 187.75
652.0, 143.25
871.0, 966.75
582.5, 1642.25
575.75, 1102.0
1012.75, 1051.0
315.25, 972.75
493.5, 1409.25
1262.25, 1062.5
859.5, 1182.25
783.75, 1144.75
763.5, 807.5
115.0, 108.0
1006.75, 1640.5
1000.0, 999.0
512.5, 1436.5
489.5, 1348.25
746.25, 446.5
1346.5, 584.75
1065.0, 177.25
1757.75, 289.5
786.0, 1398.75
592.75, 976.25
458.25, 387.0
991.25, 870.75
20.0, 676.75
990.75, 485.5
290.0, 326.5
1042.75, 1218.75
377.25, 1183.75
1825.75, 1080.25
1606.75, 256.75
1453.25, 371.75
664.0, 518.5
1075.5, 954.75
312.0, 1143.25
1278.5, 966.25
36.5, 567.5
816.0, 1452.25
53.0, 745.75
1849.75, 1697.25
453.25, 1201.5
1065.75, 1529.0
962.5, 1038.75
685.25, 1028.5
1069.75, 221.5
1188.25, 616.0
20.5, 529.5
987.0, 1479.25
616.5, 1247.0
536.75, 466.0
1112.5, 428.25
257.0, 567.5
950.0, 1515.75
251.75, 268.5
737.75, 1235.75
767.75, 241.0
678.75, 109.25
765.5, 832.75
974.75, 790.25
1945.5, 599.0
1244.75, 440.0
1079.0, 1185.5
469.5, 569.75
659.5, 960.5
528.25, 1121.5
793.0, 1135.25
772.5, 269.0
720.5, 874.75
364.75, 256.25
632.0, 925.75
291.5, 1028.0
267.0, 904.25
1157.25, 1682.75
326.75, 436.75
1039.25, 605.5
567.0, 1404.5
432.5, 815.25
1618.75, 632.0
757.5, 802.25
1033.75, 1221.0
991.25, 681.0
1056.25, 924.0
215.25, 869.75
562.0, 720.0
572.25, 1412.75
781.0, 1135.25
975.25, 643.0
543.75, 1267.25
311.25, 594.5
1049.75, 1383.0
286.25, 1571.5
448.0, 1059.0
1211.75, 681.0
1252.75, 1394.5
1206.5, 382.0
308.25, 892.5
1633.5, 222.75
27.5, 628.5
1201.25, 1010.5
599.25, 1388.75
274.75, 461.0
1086.75, 856.5
1727.25, 382.5
1221.75, 1017.75
1281.5, 550.25
742.0, 669.25
739.75, 1261.0
295.75, 1065.75
1712.25, 915.75
496.25, 983.25
502.75, 485.0
1115.25, 812.5
443.75, 998.0
1166.75, 1719.0
1170.0, 983.25
600.75, 114.5
671.0, 248.25
606.25, 1354.0
339.0, 684.5
511.0, 864.75
580.0, 927.0
104.0, 639.5
999.5, 799.25
1266.0, 708.0
927.25, 1116.75
49.5, 1056.5
566.25, 1838.75
361.25, 691.25
1030.5, 1352.25
1074.5, 1366.0
778.5, 433.5
536.25, 1148.25
982.25, 742.0
1128.5, 469.0
794.0, 762.25
1229.5, 574.5
842.5, 418.75
613.0, 1557.75
304.0, 1775.25
561.5, 452.0
341.0, 311.5
1206.75, 966.25
1506.0, 346.5
650.5, 1361.0
118.0, 446.0
952.75, 707.75
1061.75, 1065.75
1219.75, 1517.75
830.5, 418.75
274.0, 895.25
1555.5, 228.0
1625.75, 361.75
593.25, 550.75
1534.75, 1040.5
298.0, 379.0
1058.75, 753.0
978.25, 801.75
497.5, 342.5
910.75, 1033.0
1129.75, 1856.5
477.0, 913.25
1089.5, 1240.75
1111.25, 490.0
487.25, 939.75
540.0, 20.25
1250.75, 294.0
648.75, 672.25
1733.25, 547.0
792.25, 909.5
373.75, 997.75
1748.75, 875.75
973.75, 1227.5
588.5, 150.25
96.0, 661.0
345.25, 349.25
38.75, 95.75
905.0, 933.25
545.75, 266.75
1072.75, 559.5
1907.5, 821.25
1102.75, 897.25
304.0, 89.75
816.75, 847.0
694.25, 486.25
278.75, 1566.5
1249.5, 1375.25
937.5, 548.5
315.25, 739.75
548.75, 1216.25
1181.0, 1394.5
926.25, 316.5
1546.5, 1242.75
1228.75, 1008.75
602.25, 597.0
31.0, 483.25
1252.75, 492.5
1451.5, 1233.5
1933.0, 915.25
615.75, 1122.25
922.75, 1408.25
906.0, 550.75
1442.0, 1053.25
841.0, 565.75
1494.75, 133.75
804.75, 847.0
170.25, 950.25
295.25, 1457.25
567.5, 979.0
588.5, 133.75
353.5, 1058.75
577.5, 1453.0
631.0, 1088.5
471.75, 770.75
1784.75, 1143.0
279.25, 1419.25
1543.25, 263.75
700.0, 644.5
515.75, 1457.25
1152.0, 635.0
681.75, 163.0
1050.75, 774.5
284.75, 49.25
1111.25, 349.25
510.5, 1158.25
1225.0, 722.25
623.0, 1100.5
1859.75, 1046.75
937.5, 999.0
1258.75, 203.25
401.75, 875.25
326.0, 837.75
985.75, 596.75
233.75, 625.25
1031.25, 1158.75
414.75, 192.25
319.5, 777.5
960.25, 316.5
1179.25, 1140.0
525.75, 1794.0
489.5, 226.75
520.0, 695.0
585.5, 1326.5
1023.75, 886.5
1860.75, 664.25
274.0, 124.0
1016.25, 1692.0
1795.75, 679.25
928.75, 877.25
229.5, 855.0
978.25, 693.5
423.25, 281.25
142.25, 4.25
662.75, 488.25
474.0, 1759.5
1587.25, 1387.75
388.25, 431.5
590.0, 1550.5
1451.75, 540.75
1492.25, 1378.5
570.0, 1484.25
54.75, 1096.75
1636.5, 276.5
1239.5, 162.75
327.75, 1487.0
328.25, 850.0
456.0, 386.25
1299.0, 658.75
286.25, 1518.25
598.25, 499.75
618.25, 1598.0
533.5, 1350.75
674.25, 1072.75
1188.5, 738.75
1085.5, 777.5
1444.25, 340.25
972.25, 691.75
1428.75, 837.75
211.0, 807.75
344.75, 740.75
1228.75, 237.5
158.75, 940.0
1184.25, 968.5
1097.0, 117.75
859.5, 1004.25
929.75, 1138.0
1343.0, 545.0
934.5, 744.75
328.75, 702.75
1153.5, 1568.25
838.75, 1816.75
362.75, 1529.25
140.0, 132.0
207.0, 746.75
565.25, 740.75
560.0, 441.75
397.5, 709.5
987.0, 282.5
503.5, 797.25
703.5, 633.25
1037.25, 1323.25
1410.75, 499.75
979.0, 291.25
1052.75, 1652.0
1080.75, 442.25
575.25, 1077.5
760.25, 617.25
94.75, 582.25
635.0, 610.0
302.5, 1278.25
1273.25, 1087.0
1065.75, 975.5
376.75, 1335.75
572.5, 928.0
1211.5, 1597.5
1165.75, 921.25
523.5, 1043.0
906.0, 481.5
533.5, 850.75
680.0, 437.25
1837.5, 1117.75
402.75, 427.0
532.75, 1785.0
946.5, 1120.0
556.75, 1268.75
619.5, 767.75
905.75, 14.5
704.5, 877.75
1237.0, 1691.5
1161.75, 860.25
1469.5, 982.75
319.0, 1169.0
746.0, 1829.5
335.75, 801.75
455.25, 634.25
798.75, 910.0
1458.25, 910.75
583.0, 634.25
303.0, 1131.0
953.75, 628.0
539.5, 1169.0
896.0, 242.5
534.25, 870.0
1715.0, 730.75
1049.5, 695.75
438.0, 273.25
847.25, 1040.0
961.25, 710.75
354.75, 1550.75
756.75, 4.0
1076.5, 1122.5
945.25, 1283.5
284.5, 803.0
150.0, 213.75
