300.75, 319.25, 462.25
520.75, 319.25, 462.25
246.75, 319.25, 462.25
426.75, 319.25, 462.25
492.75, 319.25, 462.25
524.75, 319.25, 462.25
351.25, 482.0, 468.5
421.75, 227.5, 487.75
412.25, 442.25, 459.0
447.5, 188.25, 155.5
25.5, 7.5, 144.25
610.25, 482.0, 468.5
680.75, 227.5, 487.75
671.25, 442.25, 459.0
706.5, 188.25, 155.5
284.5, 7.5, 144.25
397.25, 482.0, 468.5
467.75, 227.5, 487.75
458.25, 442.25, 459.0
493.5, 188.25, 155.5
71.5, 7.5, 144.25
559.25, 482.0, 468.5
629.75, 227.5, 487.75
620.25, 442.25, 459.0
655.5, 188.25, 155.5
233.5, 7.5, 144.25
479.25, 482.0, 468.5
549.75, 227.5, 487.75
540.25, 442.25, 459.0
575.5, 188.25, 155.5
153.5, 7.5, 144.25
162.0, 405.0, 78.5
168.0, 455.75, 330.5
481.0, 58.0, 383.75
27.75, 63.25, 107.0
330.0, 405.0, 78.5
336.0, 455.75, 330.5
649.0, 58.0, 383.75
195.75, 63.25, 107.0
198.0, 405.0, 78.5
204.0, 455.75, 330.5
517.0, 58.0, 383.75
63.75, 63.25, 107.0
69.25, 459.25, 292.75
424.0, 87.75, 232.75
130.0, 73.75, 236.5
137.5, 63.25, 143.75
317.25, 459.25, 292.75
672.0, 87.75, 232.75
378.0, 73.75, 236.5
385.5, 63.25, 143.75
56.25, 459.25, 292.75
411.0, 87.75, 232.75
117.0, 73.75, 236.5
124.5, 63.25, 143.75
309.25, 459.25, 292.75
664.0, 87.75, 232.75
370.0, 73.75, 236.5
377.5, 63.25, 143.75
265.25, 459.25, 292.75
620.0, 87.75, 232.75
326.0, 73.75, 236.5
333.5, 63.25, 143.75
304.75, 176.75, 205.0
464.75, 176.75, 205.0
313.5, 344.0, 381.5
370.25, 357.0, 175.75
143.0, 365.25, 245.5
97.25, 228.0, 490.75
254.0, 424.25, 385.0
24.0, 470.75, 44.5
270.75, 412.75, 488.5
44.25, 144.75, 369.25
468.5, 453.5, 480.25
146.25, 162.75, 131.75
255.0, 470.75, 44.5
501.75, 412.75, 488.5
275.25, 144.75, 369.25
699.5, 453.5, 480.25
377.25, 162.75, 131.75
245.0, 470.75, 44.5
491.75, 412.75, 488.5
265.25, 144.75, 369.25
689.5, 453.5, 480.25
367.25, 162.75, 131.75
-15.0, 470.75, 44.5
231.75, 412.75, 488.5
5.25, 144.75, 369.25
429.5, 453.5, 480.25
107.25, 162.75, 131.75
319.5, 58.25, 288.25
454.0, 309.5, 330.5
440.75, 170.75, 382.0
103.0, 157.25, 292.25
376.5, 58.25, 288.25
511.0, 309.5, 330.5
497.75, 170.75, 382.0
160.0, 157.25, 292.25
307.5, 58.25, 288.25
442.0, 309.5, 330.5
428.75, 170.75, 382.0
91.0, 157.25, 292.25
539.5, 58.25, 288.25
674.0, 309.5, 330.5
660.75, 170.75, 382.0
323.0, 157.25, 292.25
364.5, 58.25, 288.25
499.0, 309.5, 330.5
485.75, 170.75, 382.0
148.0, 157.25, 292.25
252.75, 16.5, 365.75
483.5, 281.0, 71.25
1.0, 497.5, 404.0
296.25, 49.75, 224.0
-11.0, 497.5, 404.0
284.25, 49.75, 224.0
-7.0, 497.5, 404.0
288.25, 49.75, 224.0
72.0, 497.5, 404.0
367.25, 49.75, 224.0
3.0, 497.5, 404.0
298.25, 49.75, 224.0
135.0, 497.5, 404.0
430.25, 49.75, 224.0
6.25, 405.25, 326.25
411.5, 310.75, 477.0
119.75, 123.5, 193.25
460.75, 497.75, 448.5
318.75, 73.75, 349.25
340.5, 361.5, 383.5
302.5, 34.75, 197.25
427.5, 361.5, 383.5
389.5, 34.75, 197.25
394.5, 361.5, 383.5
356.5, 34.75, 197.25
253.5, 361.5, 383.5
215.5, 34.75, 197.25
498.5, 361.5, 383.5
460.5, 34.75, 197.25
477.5, 361.5, 383.5
439.5, 34.75, 197.25
97.5, 428.75, 52.25
149.5, 428.75, 52.25
84.5, 428.75, 52.25
193.75, 420.5, 416.0
258.75, 200.25, 284.0
30.25, 389.0, 64.0
220.75, 420.5, 416.0
285.75, 200.25, 284.0
57.25, 389.0, 64.0
145.25, 105.0, 6.5
368.75, 484.0, 449.25
136.75, 413.0, 496.25
335.25, 105.0, 6.5
558.75, 484.0, 449.25
326.75, 413.0, 496.25
296.25, 105.0, 6.5
519.75, 484.0, 449.25
287.75, 413.0, 496.25
271.25, 105.0, 6.5
494.75, 484.0, 449.25
262.75, 413.0, 496.25
428.75, 234.0, 210.75
463.75, 234.0, 210.75
474.75, 234.0, 210.75
583.75, 234.0, 210.75
491.75, 234.0, 210.75
464.75, 238.75, 196.75
500.75, 415.0, 244.75
39.75, 147.5, 201.0
245.25, 460.0, 99.25
140.25, 168.75, 96.5
227.75, 247.5, 203.25
173.25, 441.5, 280.75
431.25, 416.5, 21.5
458.25, 55.0, 316.75
378.25, 441.5, 280.75
636.25, 416.5, 21.5
663.25, 55.0, 316.75
97.25, 441.5, 280.75
355.25, 416.5, 21.5
382.25, 55.0, 316.75
430.75, 67.5, 406.0
181.0, 245.0, 253.25
163.75, 467.0, 280.5
100.75, 495.75, 222.25
133.25, 177.75, 346.0
595.75, 67.5, 406.0
346.0, 245.0, 253.25
328.75, 467.0, 280.5
265.75, 495.75, 222.25
298.25, 177.75, 346.0
661.75, 67.5, 406.0
412.0, 245.0, 253.25
394.75, 467.0, 280.5
331.75, 495.75, 222.25
364.25, 177.75, 346.0
363.75, 67.5, 406.0
114.0, 245.0, 253.25
96.75, 467.0, 280.5
33.75, 495.75, 222.25
66.25, 177.75, 346.0
643.75, 67.5, 406.0
394.0, 245.0, 253.25
376.75, 467.0, 280.5
313.75, 495.75, 222.25
346.25, 177.75, 346.0
176.5, 199.25, 309.25
427.25, 454.25, 35.25
263.25, 164.75, 236.0
416.0, 32.25, 320.0
290.5, 199.25, 309.25
541.25, 454.25, 35.25
377.25, 164.75, 236.0
530.0, 32.25, 320.0
277.5, 199.25, 309.25
528.25, 454.25, 35.25
364.25, 164.75, 236.0
517.0, 32.25, 320.0
254.5, 199.25, 309.25
505.25, 454.25, 35.25
341.25, 164.75, 236.0
494.0, 32.25, 320.0
366.5, 199.25, 309.25
617.25, 454.25, 35.25
453.25, 164.75, 236.0
606.0, 32.25, 320.0
303.5, 199.25, 309.25
554.25, 454.25, 35.25
390.25, 164.75, 236.0
543.0, 32.25, 320.0
143.75, 120.0, 395.5
23.5, 326.0, 496.0
335.0, 158.25, 151.25
166.75, 120.0, 395.5
46.5, 326.0, 496.0
358.0, 158.25, 151.25
262.75, 120.0, 395.5
142.5, 326.0, 496.0
454.0, 158.25, 151.25
73.75, 120.0, 395.5
-46.5, 326.0, 496.0
265.0, 158.25, 151.25
315.75, 120.0, 395.5
195.5, 326.0, 496.0
507.0, 158.25, 151.25
403.75, 120.0, 395.5
283.5, 326.0, 496.0
595.0, 158.25, 151.25
102.25, 211.25, 296.0
184.25, 211.25, 296.0
379.25, 211.25, 296.0
209.25, 211.25, 296.0
62.25, 295.25, 73.75
416.0, 289.5, 269.25
19.0, 463.25, 322.75
143.5, 24.25, 310.5
138.25, 295.25, 73.75
492.0, 289.5, 269.25
95.0, 463.25, 322.75
219.5, 24.25, 310.5
-32.75, 295.25, 73.75
321.0, 289.5, 269.25
-76.0, 463.25, 322.75
48.5, 24.25, 310.5
125.25, 295.25, 73.75
479.0, 289.5, 269.25
82.0, 463.25, 322.75
206.5, 24.25, 310.5
365.5, 131.0, 166.75
434.5, 131.0, 166.75
516.5, 131.0, 166.75
418.5, 131.0, 166.75
433.5, 131.0, 166.75
45.75, 333.0, 423.75
262.25, 348.0, 1.0
255.25, 414.0, 70.5
291.25, 237.75, 252.75
389.25, 52.75, 291.25
-12.25, 333.0, 423.75
204.25, 348.0, 1.0
197.25, 414.0, 70.5
233.25, 237.75, 252.75
331.25, 52.75, 291.25
291.75, 333.0, 423.75
508.25, 348.0, 1.0
501.25, 414.0, 70.5
537.25, 237.75, 252.75
635.25, 52.75, 291.25
169.75, 333.0, 423.75
386.25, 348.0, 1.0
379.25, 414.0, 70.5
415.25, 237.75, 252.75
513.25, 52.75, 291.25
202.75, 333.0, 423.75
419.25, 348.0, 1.0
412.25, 414.0, 70.5
448.25, 237.75, 252.75
546.25, 52.75, 291.25
-48.25, 333.0, 423.75
168.25, 348.0, 1.0
161.25, 414.0, 70.5
197.25, 237.75, 252.75
295.25, 52.75, 291.25
332.25, 64.5, 95.75
445.25, 64.5, 95.75
445.25, 64.5, 95.75
551.25, 64.5, 95.75
146.5, 485.5, 325.0
479.75, 207.75, 27.0
62.25, 280.5, 277.0
324.75, 254.5, 69.5
119.5, 485.5, 325.0
452.75, 207.75, 27.0
35.25, 280.5, 277.0
297.75, 254.5, 69.5
352.5, 485.5, 325.0
685.75, 207.75, 27.0
268.25, 280.5, 277.0
530.75, 254.5, 69.5
389.5, 485.5, 325.0
722.75, 207.75, 27.0
305.25, 280.5, 277.0
567.75, 254.5, 69.5
72.5, 485.5, 325.0
405.75, 207.75, 27.0
-11.75, 280.5, 277.0
250.75, 254.5, 69.5
225.5, 362.75, 280.75
276.5, 362.75, 280.75
197.5, 362.75, 280.75
237.5, 362.75, 280.75
214.5, 362.75, 280.75
127.5, 362.75, 280.75
394.0, 404.5, 51.25
32.0, 70.5, 412.5
331.5, 155.25, 491.0
133.5, 439.25, 287.0
377.5, 318.25, 214.0
577.0, 404.5, 51.25
215.0, 70.5, 412.5
514.5, 155.25, 491.0
316.5, 439.25, 287.0
560.5, 318.25, 214.0
424.0, 404.5, 51.25
62.0, 70.5, 412.5
361.5, 155.25, 491.0
163.5, 439.25, 287.0
407.5, 318.25, 214.0
526.0, 404.5, 51.25
164.0, 70.5, 412.5
463.5, 155.25, 491.0
265.5, 439.25, 287.0
509.5, 318.25, 214.0
338.25, 98.75, 247.5
63.25, 255.5, 374.0
467.0, 421.25, 156.0
547.25, 98.75, 247.5
272.25, 255.5, 374.0
676.0, 421.25, 156.0
333.25, 201.5, 82.25
262.25, 201.5, 82.25
429.25, 201.5, 82.25
369.25, 201.5, 82.25
427.25, 201.5, 82.25
276.25, 201.5, 82.25
476.25, 61.0, 286.0
44.0, 318.0, 479.0
111.25, 149.0, 460.0
44.25, 49.5, 32.25
492.25, 61.0, 286.0
60.0, 318.0, 479.0
127.25, 149.0, 460.0
60.25, 49.5, 32.25
479.25, 61.0, 286.0
47.0, 318.0, 479.0
114.25, 149.0, 460.0
47.25, 49.5, 32.25
201.75, 422.75, 201.0
69.25, 73.25, 66.0
257.5, 382.0, 496.5
167.75, 422.75, 201.0
35.25, 73.25, 66.0
223.5, 382.0, 496.5
277.75, 422.75, 201.0
145.25, 73.25, 66.0
333.5, 382.0, 496.5
62.0, 227.75, 375.0
256.25, 405.5, 170.0
46.0, 74.0, 390.5
342.0, 442.25, 111.0
249.0, 227.75, 375.0
443.25, 405.5, 170.0
233.0, 74.0, 390.5
529.0, 442.25, 111.0
266.0, 227.75, 375.0
460.25, 405.5, 170.0
250.0, 74.0, 390.5
546.0, 442.25, 111.0
223.25, 188.0, 227.5
